RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Set
8876,15768120,Brown,702,Germany,Male,36,9,90560.48,2,Has Credit Card,Not Active,174268.87,Stay,Train
8877,15712807,Robertson,556,Spain,Male,46,3,131764.96,1,Has Credit Card,Active,108500.66,Exit,Train
8878,15696371,Thomas,812,Spain,Female,24,1,92476.88,1,No Credit Card,Not Active,83247.14,Stay,Train
8879,15675794,Hsing,645,Germany,Male,47,9,152076.93,1,Has Credit Card,Not Active,121840.2,Exit,Train
8880,15774277,Chiu,809,France,Male,43,2,0,2,Has Credit Card,Active,132908.07,Stay,Test
8881,15603764,Chang,560,France,Male,49,4,0,1,Has Credit Card,Active,100075.1,Exit,Train
8882,15618647,Kornilova,744,France,Male,29,1,43504.42,1,Has Credit Card,Active,119327.75,Stay,Test
8883,15614643,Chifo,731,Spain,Female,39,2,0,2,Has Credit Card,Not Active,136737.13,Stay,Train
8884,15707696,Lu,471,Spain,Female,28,5,0,2,Has Credit Card,Active,22356.97,Stay,Train
8885,15749583,Bellucci,686,Germany,Female,38,2,93569.86,3,No Credit Card,Not Active,10137.34,Exit,Train
8886,15815125,Michael,668,Spain,Male,45,4,102486.21,2,Has Credit Card,Active,158379.25,Stay,Train
8887,15779620,Sinclair,575,France,Male,36,1,0,1,No Credit Card,Active,94570.56,Stay,Train
8888,15768233,Chukwuebuka,435,Germany,Male,37,8,114346.3,1,No Credit Card,Active,980.93,Exit,Train
8889,15637788,Schmidt,743,France,Male,23,3,110203.77,1,Has Credit Card,Not Active,95583.45,Stay,Train
8890,15777046,Parry,580,France,Female,39,9,128362.59,1,Has Credit Card,Not Active,86044.98,Stay,Train
8891,15788723,McIntyre,599,Germany,Female,49,10,143888.22,2,Has Credit Card,Active,166236.38,Exit,Train
8892,15790489,Lo Duca,534,Spain,Male,34,5,170600.78,1,No Credit Card,Active,5240.53,Stay,Train
8893,15739476,Ferrari,680,France,Female,32,5,0,1,Has Credit Card,Active,150684.23,Stay,Train
8894,15612670,Berry,631,Spain,Female,46,10,0,2,Has Credit Card,Active,129508.96,Stay,Train
8895,15631222,Cattaneo,485,France,Female,39,2,75339.64,1,Has Credit Card,Active,70665.16,Stay,Test
8896,15658972,Foster,699,France,Female,40,8,122038.34,1,Has Credit Card,Not Active,102085.35,Stay,Test
8897,15724691,Gordon,712,France,Male,34,1,0,2,Has Credit Card,Active,195052.12,Stay,Train
8898,15740442,May,603,France,Male,51,8,186825.57,1,Has Credit Card,Not Active,93739.71,Exit,Test
8899,15760427,Cameron,850,France,Male,40,6,124788.18,1,Has Credit Card,Not Active,65612.12,Stay,Test
8900,15677939,Ch'eng,584,France,Female,41,3,0,2,Has Credit Card,Active,160095.48,Stay,Train
8901,15611599,Curtis,604,France,Female,71,2,0,2,Has Credit Card,Active,49506.82,Stay,Train
8902,15633474,Whitehead,586,France,Male,51,2,138553.57,1,Has Credit Card,Active,92406.22,Stay,Train
8903,15671973,Chukwuemeka,467,Spain,Male,39,5,0,2,Has Credit Card,Active,7415.96,Stay,Train
8904,15790019,Onwughara,520,France,Male,35,9,105387.89,1,Has Credit Card,Active,25059.06,Stay,Train
8905,15737735,Grant,683,Spain,Male,40,4,95053.1,1,Has Credit Card,Active,116816.54,Exit,Train
8906,15661745,Browne,557,France,Male,36,3,0,1,No Credit Card,Active,144078.02,Stay,Train
8907,15797065,Goloubev,613,Spain,Female,32,0,0,2,No Credit Card,Active,126675.62,Stay,Train
8908,15710671,Gordon,786,France,Male,34,3,137361.96,1,No Credit Card,Not Active,183682.09,Stay,Train
8909,15656522,Sutherland,593,Spain,Male,32,10,158537.42,1,Has Credit Card,Not Active,166850.57,Stay,Train
8910,15705085,Quesada,670,Spain,Female,29,9,0,2,Has Credit Card,Not Active,27359.19,Stay,Train
8911,15744873,Wright,657,Germany,Female,48,5,143595.87,1,No Credit Card,Not Active,101314.65,Exit,Test
8912,15781914,Simmons,718,Germany,Male,32,9,169947.41,2,Has Credit Card,Active,27979.16,Stay,Train
8913,15637354,Yobachukwu,623,France,Female,24,7,148167.83,2,Has Credit Card,Active,109470.34,Stay,Train
8914,15717307,Read,496,France,Male,31,5,0,2,Has Credit Card,Not Active,93713.13,Stay,Train
8915,15746695,Wunder,429,France,Female,39,6,48023.83,1,Has Credit Card,Not Active,74870.99,Stay,Train
8916,15804962,Nnaife,606,France,Male,36,1,155655.46,1,Has Credit Card,Active,192387.51,Exit,Train
8917,15665378,Shen,499,France,Female,46,6,0,2,Has Credit Card,Not Active,73457.55,Stay,Train
8918,15757865,Powell,642,France,Male,62,7,0,2,Has Credit Card,Active,61120.75,Stay,Train
8919,15578787,Goddard,641,France,Female,52,4,0,1,Has Credit Card,Not Active,90964.54,Exit,Train
8920,15794323,Buckley,673,France,Male,32,8,121240.76,1,Has Credit Card,Not Active,116969.73,Stay,Train
8921,15697546,McIntyre,570,France,Female,36,3,0,2,Has Credit Card,Not Active,92118.75,Stay,Train
8922,15629519,Yen,472,France,Female,37,1,0,2,Has Credit Card,Active,48357.9,Stay,Test
8923,15624703,Okonkwo,550,Germany,Male,35,9,129847.75,2,Has Credit Card,Not Active,197325.4,Stay,Test
8924,15570002,Burlingame,625,Germany,Female,55,8,118772.71,4,No Credit Card,Not Active,135853.62,Exit,Train
8925,15808566,Hs?,516,France,Male,46,2,0,2,Has Credit Card,Active,169122.54,Stay,Train
8926,15805463,Board,682,Germany,Male,32,2,105163.88,2,Has Credit Card,Active,164170.46,Stay,Train
8927,15709136,Adams,620,France,Male,28,8,0,2,Has Credit Card,Active,199909.32,Stay,Train
8928,15801605,Rizzo,626,France,Female,39,0,0,2,Has Credit Card,Active,83295.09,Stay,Train
8929,15567855,Chukwufumnanya,623,France,Female,29,1,0,2,No Credit Card,Not Active,39382.06,Stay,Train
8930,15675141,Fraser,569,France,Female,35,4,93934.63,1,Has Credit Card,Not Active,184748.23,Stay,Train
8931,15665759,Russell,724,France,Female,69,5,117866.92,1,Has Credit Card,Active,62280.91,Stay,Test
8932,15761487,Yefimova,678,France,Female,55,5,0,1,No Credit Card,Active,196794.11,Exit,Train
8933,15700394,Palermo,713,Spain,Female,26,4,122857.46,2,Has Credit Card,Not Active,144682.17,Exit,Train
8934,15631162,Bergamaschi,631,France,Male,32,10,0,2,No Credit Card,Active,196342.66,Stay,Test
8935,15630641,Shao,846,France,Female,37,6,127103.97,1,Has Credit Card,Active,41516.44,Stay,Train
8936,15585066,Chimaraoke,660,France,Female,43,1,0,1,No Credit Card,Active,112026.1,Exit,Train
8937,15722991,McGregor,567,France,Male,54,9,96402.96,1,No Credit Card,Not Active,52035.29,Exit,Train
8938,15737404,Kesteven,731,France,Male,31,1,132512.26,1,Has Credit Card,Active,185466.85,Stay,Train
8939,15722409,Ritchie,693,Spain,Male,47,8,107604.66,1,Has Credit Card,Active,80149.27,Stay,Train
8940,15806420,Jenks,772,France,Male,34,9,0,2,Has Credit Card,Not Active,170980.86,Stay,Train
8941,15658148,Udokamma,657,France,Male,38,7,0,2,Has Credit Card,Not Active,185827.74,Stay,Test
8942,15810660,Boyle,774,Germany,Male,34,4,120875.23,2,No Credit Card,Active,113407.26,Stay,Train
8943,15709780,Azuka,667,France,Female,37,9,71786.9,2,Has Credit Card,Active,67734.79,Stay,Train
8944,15727350,Pai,516,France,Female,37,8,113143.12,1,No Credit Card,Not Active,3363.36,Stay,Train
8945,15752312,Howells,551,Spain,Male,49,1,150777.72,2,Has Credit Card,Active,135757.27,Stay,Test
8946,15616745,Hs?,542,Spain,Male,35,2,174894.53,1,Has Credit Card,Active,22314.55,Stay,Train
8947,15572294,Kelly,623,France,Male,28,7,0,1,No Credit Card,Not Active,129526.57,Stay,Test
8948,15674110,Walton,701,France,Female,43,2,160416.56,1,No Credit Card,Active,37266.43,Stay,Test
8949,15662501,Ebelechukwu,583,France,Male,48,3,91246.53,1,Has Credit Card,Not Active,60017.46,Exit,Train
8950,15649239,Vasilieva,731,Spain,Male,46,10,0,2,Has Credit Card,Not Active,153015.42,Stay,Train
8951,15700424,Hsiao,461,France,Female,35,5,0,1,Has Credit Card,Active,54209.02,Stay,Train
8952,15636388,Abrego,702,Germany,Female,23,7,98775.23,1,Has Credit Card,Not Active,114603.96,Stay,Train
8953,15713975,Gibson,565,Germany,Female,47,10,139756.12,1,Has Credit Card,Not Active,165849.49,Exit,Train
8954,15592925,Giordano,711,Spain,Male,42,3,177626.77,3,No Credit Card,Active,16392.72,Exit,Train
8955,15581626,Mancini,664,France,Male,54,8,0,1,Has Credit Card,Active,162719.69,Exit,Train
8956,15641319,Afanasyeva,518,Spain,Male,50,4,0,1,No Credit Card,Not Active,107112.25,Exit,Train
8957,15723481,Wright,728,Spain,Male,42,8,0,2,No Credit Card,Active,41823.22,Stay,Train
8958,15787825,Okwudiliolisa,585,Germany,Male,37,6,152496.82,1,Has Credit Card,Active,99907.29,Stay,Train
8959,15710726,Hughes,573,France,Male,52,8,0,2,No Credit Card,Active,178229.04,Stay,Train
8960,15627195,Parrott,568,Germany,Male,26,1,112930.28,2,Has Credit Card,Not Active,22095.73,Stay,Train
8961,15657957,Hughes,602,Germany,Female,26,8,113674.2,1,Has Credit Card,Not Active,197861.16,Exit,Train
8962,15676117,Zinachukwudi,603,France,Male,44,9,0,1,Has Credit Card,Not Active,138328.24,Stay,Test
8963,15607874,Keane,687,France,Male,38,0,144450.58,1,No Credit Card,Active,137276.83,Stay,Train
8964,15796993,McCollum,741,France,Male,52,1,171236.3,2,No Credit Card,Not Active,21834.4,Exit,Train
8965,15649858,Simpson,469,Spain,Male,37,9,96776.49,1,Has Credit Card,Active,119890.86,Stay,Train
8966,15811032,Gambrell,477,Germany,Female,58,8,145984.92,1,Has Credit Card,Active,24564.7,Stay,Test
8967,15679963,Moretti,737,Germany,Male,43,8,96353.8,1,No Credit Card,Not Active,10209.8,Stay,Train
8968,15579131,Ricci,835,France,Male,25,7,0,2,Has Credit Card,Active,83449.65,Stay,Train
8969,15572428,Rieke,717,Germany,Female,33,0,115777.23,1,Has Credit Card,Active,81508.1,Stay,Train
8970,15622461,Ndubuagha,562,France,Female,51,7,122822,2,No Credit Card,Not Active,32626.21,Stay,Train
8971,15636105,Chung,758,Spain,Male,61,2,0,2,Has Credit Card,Active,43982.41,Stay,Test
8972,15583849,Ts'ai,408,France,Male,40,3,0,2,No Credit Card,Not Active,124874.23,Stay,Train
8973,15718780,Cox,650,Spain,Female,32,4,79450.09,1,Has Credit Card,Active,118324.75,Stay,Test
8974,15739271,Lei,582,Germany,Male,33,2,122394,1,Has Credit Card,Active,22113.93,Stay,Test
8975,15697129,Ulyanova,706,Spain,Female,43,1,0,2,Has Credit Card,Not Active,31962.77,Stay,Train
8976,15763415,Gray,567,Germany,Male,41,0,134378.89,1,Has Credit Card,Active,105746.94,Stay,Train
8977,15796617,McGregor,720,France,Male,29,2,0,2,Has Credit Card,Not Active,39925.52,Stay,Train
8978,15626628,Tretiakova,631,Spain,Female,31,2,88161.85,2,Has Credit Card,Not Active,127630.88,Stay,Train
8979,15765857,Genovesi,623,Spain,Male,41,2,142412.13,1,Has Credit Card,Not Active,28778.98,Stay,Train
8980,15742511,Gordon,514,France,Male,35,3,121030.9,1,Has Credit Card,Not Active,10008.68,Stay,Train
8981,15786433,Aitken,650,Germany,Female,35,3,165982.43,2,Has Credit Card,Active,24482.16,Stay,Train
8982,15685805,Ginikanwa,673,Spain,Female,35,6,0,2,Has Credit Card,Not Active,98618.79,Stay,Train
8983,15627971,Coates,504,France,Female,32,8,206663.75,1,No Credit Card,Not Active,16281.94,Stay,Train
8984,15783025,Piazza,723,Germany,Male,37,3,94661.53,2,Has Credit Card,Not Active,121239.65,Stay,Train
8985,15726289,Cawood,645,France,Male,25,0,174400.36,1,Has Credit Card,Not Active,42669.37,Stay,Train
8986,15802118,Ignatieff,664,Spain,Male,41,7,123428.69,1,Has Credit Card,Active,164924.11,Stay,Test
8987,15607990,Gallo,760,Spain,Male,43,6,175735.5,1,Has Credit Card,Active,157337.29,Stay,Train
8988,15695932,Yelverton,766,Spain,Male,36,5,78381.13,1,No Credit Card,Active,153831.6,Stay,Train
8989,15812279,William,634,France,Male,37,5,115345.86,2,No Credit Card,Not Active,168781.8,Stay,Train
8990,15687558,Mault,640,Germany,Female,31,10,118613.34,1,Has Credit Card,Not Active,168469.65,Stay,Train
8991,15729065,Mackay,784,Germany,Male,28,2,109960.06,2,Has Credit Card,Active,170829.87,Stay,Test
8992,15698902,McIntyre,547,Germany,Female,42,1,142703.4,1,Has Credit Card,Not Active,86207.49,Exit,Train
8993,15570192,Henry,608,Germany,Female,40,8,121729.42,1,No Credit Card,Not Active,61164.45,Stay,Train
8994,15809265,Kao,547,France,Female,35,4,0,1,Has Credit Card,Active,133287.73,Stay,Train
8995,15745201,Frewin,612,France,Female,43,4,139496.35,2,Has Credit Card,Active,77128.23,Stay,Train
8996,15580623,Yefremova,573,Spain,Male,28,8,0,2,No Credit Card,Not Active,77660.03,Stay,Train
8997,15578156,Anenechukwu,615,Spain,Male,32,5,138521.83,1,Has Credit Card,Active,56897.1,Stay,Train
8998,15631063,Trentino,710,France,Female,33,2,0,2,Has Credit Card,Not Active,72945.32,Stay,Train
8999,15692577,Tomlinson,674,Germany,Female,38,10,83727.68,1,Has Credit Card,Not Active,45418.12,Stay,Train
9000,15810910,Royston,702,Spain,Female,38,9,0,2,Has Credit Card,Active,158527.45,Stay,Test
9001,15723217,Cremonesi,616,France,Male,37,9,0,1,Has Credit Card,Not Active,111312.96,Stay,Train
9002,15733111,Yeh,688,Spain,Male,32,6,124179.3,1,Has Credit Card,Active,138759.15,Stay,Test
9003,15610727,Ch'in,605,France,Male,36,7,128829.25,1,Has Credit Card,Not Active,190588.59,Stay,Train
9004,15792720,Martinez,676,France,Male,33,6,171490.78,1,No Credit Card,Not Active,79099.64,Stay,Train
9005,15723153,Wearing,708,Spain,Male,33,3,0,2,Has Credit Card,Not Active,138613.21,Stay,Train
9006,15802823,Maclean,745,Spain,Female,38,7,0,2,Has Credit Card,Active,194230.82,Stay,Train
9007,15756118,T'ao,661,Spain,Male,20,8,0,1,Has Credit Card,Not Active,110252.53,Stay,Train
9008,15684934,Rose,726,France,Male,31,9,0,2,Has Credit Card,Active,106117.3,Stay,Train
9009,15776936,Whitworth,475,France,Male,40,7,160818.08,1,No Credit Card,Active,169642.13,Exit,Train
9010,15729087,Suttor,751,Germany,Male,54,9,156367.6,2,No Credit Card,Active,116179.92,Stay,Train
9011,15786463,Hsing,645,Germany,Female,59,8,121669.93,2,No Credit Card,Not Active,91.75,Exit,Train
9012,15717498,Boni,775,France,Male,42,6,133970.22,2,No Credit Card,Active,187839.9,Stay,Train
9013,15718406,Marshall,540,France,Male,41,3,0,2,Has Credit Card,Not Active,121098.65,Stay,Train
9014,15799468,Catchpole,591,France,Female,34,3,96127.27,1,No Credit Card,Not Active,30972.06,Stay,Train
9015,15626383,Tang,596,Spain,Male,60,7,121907.97,1,No Credit Card,Active,30314.04,Stay,Train
9016,15597385,Siddons,573,Spain,Male,41,5,0,2,No Credit Card,Active,14479.29,Stay,Train
9017,15570271,Wan,577,Spain,Male,31,6,0,1,Has Credit Card,Active,196395.25,Stay,Train
9018,15690330,Efimov,830,Germany,Female,40,8,77701.64,1,No Credit Card,Active,19512.38,Stay,Train
9019,15680611,Rose,663,France,Male,67,9,0,3,Has Credit Card,Active,72318.77,Stay,Test
9020,15810227,Fanucci,421,France,Male,34,2,0,2,Has Credit Card,Active,96615.23,Stay,Test
9021,15807194,Iweobiegbulam,718,Spain,Male,34,5,113922.44,2,Has Credit Card,Not Active,30772.22,Stay,Train
9022,15712199,Ijendu,655,Germany,Female,61,2,183997.7,2,Has Credit Card,Active,161217.18,Stay,Train
9023,15694995,O'Sullivan,712,France,Male,23,2,0,2,No Credit Card,Active,66795.78,Stay,Train
9024,15723400,Hutchinson,663,France,Male,28,4,0,2,Has Credit Card,Active,123969.64,Stay,Train
9025,15654772,Kwemto,640,France,Female,47,6,89799.46,2,No Credit Card,Active,13783.77,Exit,Train
9026,15574743,Chiu,577,Spain,Male,29,2,0,1,Has Credit Card,Active,168924.41,Stay,Train
9027,15807593,Berry,546,Spain,Female,36,7,85660.96,1,No Credit Card,Not Active,134778.01,Stay,Train
9028,15686718,Hung,802,Germany,Male,37,9,115569.21,1,No Credit Card,Active,119782.89,Stay,Train
9029,15695299,Mordvinova,590,France,Female,45,2,81828.22,1,Has Credit Card,Not Active,52167.97,Stay,Train
9030,15722701,Bruno,594,Germany,Male,18,1,132694.73,1,Has Credit Card,Not Active,167689.56,Stay,Train
9031,15799635,Arbour,577,Spain,Male,51,2,108867,1,No Credit Card,Not Active,140800.66,Exit,Test
9032,15742323,Barese,541,France,Male,39,7,0,2,Has Credit Card,Not Active,19823.02,Stay,Train
9033,15658435,Hingston,781,France,Female,27,5,0,2,No Credit Card,Not Active,72969.9,Stay,Train
9034,15586029,Davis,806,Germany,Male,34,2,96152.68,2,Has Credit Card,Not Active,143711.02,Stay,Train
9035,15772337,Lawrence,723,Germany,Female,49,0,153855.52,1,Has Credit Card,Active,180862.26,Exit,Train
9036,15807555,Chung,535,France,Male,45,2,0,2,Has Credit Card,Not Active,125658.28,Stay,Train
9037,15603378,Padovano,768,France,Female,36,3,141334.95,1,No Credit Card,Active,125870.5,Stay,Train
9038,15792862,Blinova,653,Germany,Male,41,1,104584.11,1,Has Credit Card,Not Active,15126.32,Exit,Train
9039,15657349,Carter,803,Germany,Female,50,8,98173.02,1,No Credit Card,Not Active,22457.25,Exit,Test
9040,15777614,Webb,545,Spain,Female,44,1,0,2,Has Credit Card,Active,82614.89,Stay,Test
9041,15653952,T'an,581,Germany,Female,38,3,135157.05,1,Has Credit Card,Active,32919.42,Stay,Train
9042,15724336,Yates,513,Germany,Female,49,5,171601.27,1,Has Credit Card,Not Active,126223.84,Stay,Train
9043,15689594,Su,731,France,Male,29,5,179539.2,1,No Credit Card,Not Active,112010.02,Stay,Train
9044,15801920,Christian,727,Germany,Male,39,5,80615.46,2,No Credit Card,Not Active,180962.32,Stay,Test
9045,15653347,Chiu,560,Spain,Male,47,1,0,1,No Credit Card,Not Active,128882.66,Exit,Test
9046,15749951,Sacco,766,Germany,Male,27,5,126285.73,1,Has Credit Card,Not Active,177614.17,Exit,Train
9047,15648178,Lettiere,630,Germany,Female,23,4,137964.51,1,No Credit Card,Active,174570.55,Stay,Train
9048,15738662,Daluchi,652,Germany,Male,41,9,159434.03,1,Has Credit Card,Not Active,178373.93,Stay,Train
9049,15640855,T'ien,729,Germany,Male,40,5,113574.61,2,Has Credit Card,Not Active,103396.08,Stay,Train
9050,15584288,Hung,629,France,Female,33,6,0,2,Has Credit Card,Active,59129.72,Stay,Test
9051,15760988,Liu,667,Germany,Male,33,9,124573.33,2,No Credit Card,Not Active,683.37,Stay,Test
9052,15569624,Feng,671,Germany,Female,31,6,105864.6,2,Has Credit Card,Not Active,145567.34,Stay,Train
9053,15597949,Gilbert,768,Germany,Female,47,5,104552.61,1,Has Credit Card,Not Active,48137.08,Exit,Train
9054,15604551,Robb,732,France,Female,35,3,0,2,Has Credit Card,Not Active,90876.95,Stay,Test
9055,15617476,Manfrin,546,France,Female,30,5,0,2,No Credit Card,Active,198543.09,Stay,Test
9056,15645323,Chinwenma,630,France,Male,55,2,0,1,Has Credit Card,Active,106202.07,Exit,Train
9057,15793311,Smith,765,Germany,Female,46,8,119492.88,2,No Credit Card,Active,166896.01,Exit,Test
9058,15764153,Rowe,704,France,Female,33,0,130499.09,2,Has Credit Card,Active,74804.36,Stay,Train
9059,15802560,Moran,470,Spain,Female,48,6,140576.11,1,Has Credit Card,Active,116971.05,Stay,Train
9060,15728608,Walker,688,Germany,Female,34,9,91025.58,2,No Credit Card,Active,163783,Stay,Train
9061,15770474,Myers,685,France,Female,33,1,0,3,No Credit Card,Active,70221.13,Exit,Train
9062,15724444,Wall,567,France,Female,38,1,125877.65,2,Has Credit Card,Active,107841.77,Stay,Train
9063,15753110,McKay,720,Spain,Male,64,3,45752.78,2,Has Credit Card,Not Active,79623.28,Exit,Train
9064,15711521,Egobudike,609,France,Male,39,3,121778.71,1,Has Credit Card,Active,138399.67,Stay,Test
9065,15632816,Williams,521,Germany,Female,49,2,127948.57,1,Has Credit Card,Active,182765.14,Stay,Train
9066,15693637,Ochoa,556,France,Female,30,7,0,2,Has Credit Card,Active,186648.19,Stay,Train
9067,15725509,Otutodilinna,662,Germany,Male,30,5,115286.68,2,Has Credit Card,Active,149587.92,Stay,Train
9068,15684645,Ajuluchukwu,704,Germany,Male,41,9,62078.21,2,Has Credit Card,Not Active,129050.67,Stay,Train
9069,15692235,Bellucci,750,France,Female,38,1,0,2,Has Credit Card,Not Active,47764.99,Stay,Test
9070,15777459,Gordon,619,Spain,Female,32,4,175406.13,2,Has Credit Card,Active,172792.43,Exit,Train
9071,15656937,Johnston,468,Spain,Male,26,1,131643.25,1,Has Credit Card,Not Active,64436.16,Stay,Train
9072,15610643,De Luca,435,Germany,Male,44,3,151739.65,1,Has Credit Card,Not Active,167461.5,Stay,Train
9073,15777315,Hill,529,France,Male,43,6,93616.35,2,No Credit Card,Not Active,98348.66,Stay,Train
9074,15611058,Eluemuno,702,Germany,Female,60,5,138597.54,2,Has Credit Card,Active,41536.59,Exit,Train
9075,15630413,Howarth,608,France,Female,41,5,0,2,Has Credit Card,Active,72462.25,Stay,Train
9076,15635942,Thomson,576,France,Male,40,9,0,2,Has Credit Card,Not Active,112465.19,Exit,Train
9077,15648858,King,666,France,Female,27,1,85225.21,1,No Credit Card,Active,64511.44,Stay,Train
9078,15810732,Grant,730,France,Female,36,8,148749.29,2,Has Credit Card,Not Active,91830.75,Stay,Train
9079,15705448,Gilbert,647,Germany,Male,52,7,130013.12,1,Has Credit Card,Active,190806.36,Exit,Train
9080,15730488,Richmond,516,Spain,Female,27,1,0,1,No Credit Card,Active,112311.15,Stay,Train
9081,15620443,Fiorentino,711,France,Female,81,6,0,2,Has Credit Card,Active,72276.24,Stay,Train
9082,15741078,Greece,736,France,Male,54,7,111729.47,2,No Credit Card,Active,84920.49,Stay,Train
9083,15753161,Dickson,768,France,Female,36,5,180169.44,2,Has Credit Card,Not Active,17348.56,Stay,Train
9084,15711396,Henderson,427,Spain,Male,40,8,0,2,Has Credit Card,Active,82870.75,Stay,Test
9085,15593499,Stevens,686,Spain,Female,47,6,0,1,Has Credit Card,Not Active,32080.69,Exit,Test
9086,15579189,Mitchell,690,France,Female,42,5,0,2,No Credit Card,Active,120512.08,Stay,Test
9087,15743545,Nworie,647,Spain,Female,29,2,0,2,Has Credit Card,Not Active,179032.68,Stay,Train
9088,15791316,Boni,714,France,Male,35,3,0,2,Has Credit Card,Active,95623.28,Stay,Train
9089,15608246,Wentcher,736,Germany,Female,36,8,103914.17,1,Has Credit Card,Active,110035.88,Exit,Test
9090,15676526,Bentley,608,France,Female,34,4,88772.87,1,Has Credit Card,Active,168822.01,Stay,Train
9091,15813911,Hayes-Williams,809,France,Female,39,5,0,1,Has Credit Card,Not Active,77705.75,Stay,Train
9092,15630195,Johnstone,745,France,Female,40,6,131184.67,1,Has Credit Card,Active,49815.62,Stay,Train
9093,15736250,Johnstone,781,France,Male,38,2,117810.79,1,No Credit Card,Active,65632.33,Exit,Train
9094,15671334,Nixon,527,France,Male,31,4,0,1,Has Credit Card,Not Active,169361.89,Stay,Train
9095,15574169,Trevisano,595,Germany,Female,32,0,92466.21,1,Has Credit Card,Not Active,4721.3,Stay,Train
9096,15718839,Tsui,850,Germany,Female,38,2,102741.15,2,No Credit Card,Active,23974.85,Stay,Train
9097,15762331,Moss,569,France,Male,37,9,178755.84,1,Has Credit Card,Not Active,199929.17,Stay,Test
9098,15606901,Graham,728,France,Male,43,7,0,2,Has Credit Card,Not Active,40023.7,Stay,Train
9099,15713559,Onyemauchechukwu,473,Germany,Female,32,5,146602.25,2,Has Credit Card,Active,72946.95,Stay,Train
9100,15768881,Saunders,738,France,Male,29,2,0,2,Has Credit Card,Active,170421.13,Stay,Train
9101,15743075,Ko,659,France,Male,35,6,0,2,Has Credit Card,Active,58879.11,Stay,Test
9102,15660980,Cairns,597,Spain,Male,38,6,115702.67,2,Has Credit Card,Active,25059.05,Stay,Test
9103,15810942,Chiemela,445,Germany,Female,61,2,137655.31,1,No Credit Card,Active,29909.84,Stay,Test
9104,15728362,Robertson,671,France,Female,29,3,0,2,Has Credit Card,Not Active,158043.11,Stay,Train
9105,15683339,P'eng,656,Spain,Female,34,6,59877.33,1,Has Credit Card,Not Active,14032.62,Exit,Train
9106,15685476,Tseng,658,France,Male,31,5,100082.14,1,No Credit Card,Active,49809.88,Stay,Train
9107,15663650,Russell,698,Germany,Male,52,10,107304.39,3,Has Credit Card,Not Active,28806.32,Exit,Train
9108,15617434,Yen,655,Spain,Male,38,9,0,1,No Credit Card,Active,90490.33,Stay,Train
9109,15622470,Yeh,772,Spain,Male,41,10,96032.22,1,Has Credit Card,Active,75825.57,Stay,Train
9110,15703682,Kalinina,681,Spain,Male,33,10,0,1,No Credit Card,Not Active,158336.36,Stay,Train
9111,15727391,Collier,688,Germany,Male,29,9,144553.5,2,Has Credit Card,Not Active,143454.95,Stay,Train
9112,15711062,Thomas,633,Germany,Male,40,5,86172.81,2,Has Credit Card,Active,117279.49,Stay,Train
9113,15567339,Shaw,735,France,Male,73,9,0,1,Has Credit Card,Active,114283.33,Stay,Test
9114,15760662,Francis,521,Germany,Female,29,2,87212.8,1,Has Credit Card,Active,994.86,Stay,Train
9115,15605737,George,541,France,Male,36,5,0,2,Has Credit Card,Not Active,124795.84,Stay,Train
9116,15692977,Ikenna,612,Germany,Female,36,2,130700.92,2,No Credit Card,Not Active,77592.8,Stay,Test
9117,15672082,Schatz,562,France,Male,62,3,0,2,Has Credit Card,Not Active,105986.01,Stay,Train
9118,15600280,Tao,703,France,Female,32,6,0,2,No Credit Card,Not Active,33606.52,Stay,Train
9119,15804052,Scott,710,Spain,Male,23,6,0,2,Has Credit Card,Active,134188.11,Stay,Train
9120,15576065,Sims,731,Spain,Female,40,5,171325.98,1,Has Credit Card,Active,159718.27,Exit,Train
9121,15796838,Chibugo,703,Spain,Male,58,4,92930.92,1,No Credit Card,Active,85148.78,Stay,Train
9122,15693526,Ku,618,France,Female,40,0,0,1,Has Credit Card,Not Active,119059.13,Stay,Train
9123,15748595,Stanton,689,France,Female,29,1,77556.79,2,Has Credit Card,Active,122998.26,Stay,Train
9124,15679029,Kung,718,France,Male,33,7,102874.28,1,No Credit Card,Not Active,117841.06,Stay,Test
9125,15753639,Gibson,608,France,Male,37,5,146093.39,2,No Credit Card,Not Active,160593.41,Stay,Train
9126,15604138,Iheanacho,749,Spain,Male,34,2,0,1,No Credit Card,Not Active,174189.04,Exit,Train
9127,15666095,Costa,753,Spain,Male,51,4,79811.72,2,No Credit Card,Active,68260.27,Exit,Train
9128,15643487,Sal,630,Spain,Male,39,10,105473.74,1,No Credit Card,Not Active,58854.88,Exit,Train
9129,15764033,Lin,693,Germany,Female,43,1,121927.92,1,Has Credit Card,Not Active,87994.95,Exit,Train
9130,15747288,Ferri,838,Spain,Female,40,6,61671.19,1,No Credit Card,Active,150659.35,Exit,Test
9131,15790599,Yin,756,Germany,Female,39,5,149363.12,2,Has Credit Card,Active,109098.39,Stay,Train
9132,15737705,Avdeyeva,775,France,Female,27,4,152309.37,1,Has Credit Card,Not Active,104112,Stay,Train
9133,15737194,Tu,635,France,Female,33,5,0,2,Has Credit Card,Not Active,122949.71,Stay,Train
9134,15726776,Donnelly,705,Spain,Male,36,1,111629.29,1,Has Credit Card,Active,21807.16,Stay,Train
